Customer_ID,Screen_Time_Hours,Charging_Cycles_Per_Week,Bluetooth_Hours,Cellular_Data_Hours,GPS_Hours,Ambient_Temperature_Celsius,Battery_Capacity_mAh,Estimated_Lifespan_Years
1,2.754618118724701,4,1.8047339575088452,2.418193381972474,0.6413063604232248,14.159611146901476,3240,3.06844451210626
2,1.7304791033630589,4,1.6315896623199873,2.35451819665637,1.235555989214378,29.585134603318732,3240,3.0597936654311146
3,4.884081205552792,7,3.6967522655994425,3.272418844141608,0.9670899160947868,20.80957921270845,3240,3.048954986694284
4,1.7173474282237602,7,3.4283957973253973,1.3735695615916637,1.4366542279430832,29.98712533473825,3240,3.0559297267838015
5,2.0821185158326565,6,3.107400053673317,2.6690180028230697,1.164239872642804,21.766080145542663,3240,3.0713787753792876
6,4.519328444744065,7,4.493555651223169,3.316173807542179,0.36853322805615374,21.62314176981024,3240,3.0523415865044052
7,2.454653313898696,7,3.9358213224821283,1.438284376123706,0.876090546355019,16.62079864534008,3240,3.069752369537934
8,4.8425785863017285,7,1.957677730070357,3.6464315956351148,1.3266923664253876,26.74940671637892,3240,3.042700303597036
9,6.087239244354484,3,0.9860004135685286,3.114425873978544,1.6591120283989333,11.91540326373912,3240,3.0367063530464202
10,3.5939004347465144,5,1.6658703483215902,1.511239415204901,0.3322142797614842,27.499684770357153,3240,3.056223344981459
11,3.161299250238714,3,1.0457444069393813,3.794448855238853,0.978045762044675,20.48554881763163,3240,3.0657792551555887
12,2.915168175858633,4,4.293378409353562,2.999773092545475,0.41704731543520523,29.677702541799555,3240,3.049537406108095
13,2.431411336991122,6,1.0277730879049645,2.6580468657252467,0.8606380772988842,12.848671897932118,3240,3.0662274043739557
14,3.085552352433153,3,1.297586990337318,1.1155717390606879,1.0097635866650498,23.84915733441771,3240,3.0700642238979303
15,3.9058433440788765,4,1.028980416357561,0.9101612205528109,1.4534611779993685,21.318950084723582,3240,3.0627722538389004
16,1.8476023390580274,5,4.027207505532913,3.5777208740973667,1.203853344504719,21.016307926498243,3240,3.0717135414393324
17,5.024912857891778,6,2.917554970726986,2.5938280297252163,0.422980923025521,11.859334546799737,3240,3.044423507223369
18,3.073384669897701,3,2.144783162090631,2.9654019707798147,1.7014916021054658,19.900738867607465,3240,3.0652353821762137
19,5.226411774596238,3,4.397198768101252,2.910918540759697,1.7990912252751645,16.252499541167563,3240,3.0474316825983823
20,3.491063979416122,5,1.8235013739498815,2.750535163230517,1.0903342619482188,34.96989587560037,3240,3.0255929132823174
21,4.541132297615244,5,0.9198947823855623,3.311926996806029,1.7706556284555242,30.860778080143582,3240,3.0313758812858826
22,5.14228243692701,6,1.160116368396862,2.7558376331966117,0.6771468490512749,18.602126512418508,3240,3.051049215133384
23,3.6087901878322746,4,3.286233197287119,3.569880555367566,1.8390855302028029,26.43880352640426,3240,3.0531470162676193
24,3.4695410662389055,5,2.754591131558716,2.1615218704899783,0.41308269271410236,25.449426824190738,3240,3.062807282254725
25,2.6611128690024852,7,3.927947598995122,2.0196981757810644,1.4309944981244094,24.738440430085838,3240,3.0661240611568905
26,3.708323020388968,5,1.9927400773617356,2.0663853093905753,1.4280829267754624,29.484432356068357,3240,3.044491601772051
27,3.365106974156902,5,1.9739232828251287,3.689876950531972,1.348353492331803,26.47845329115978,3240,3.0559858879910125
28,4.418030198640436,3,3.6784713647610987,3.3788795058149166,1.309860677281906,24.74525177907862,3240,3.0543657435925526
29,2.000156877472793,6,0.7344639846425935,1.3917198696464588,0.2656595572805627,19.083975694875274,3240,3.0776506362733387
30,5.206759423877885,3,1.5545684739044106,3.2918248562098515,1.2811078174735335,11.124271654673347,3240,3.0416404473213974
31,1.9159896569500743,6,2.213931215971923,2.2800869194816498,1.843329119954912,11.320436422240503,3240,3.0641408664955128
32,2.131119723532025,7,2.520167833473134,3.561912921324728,0.7587228529035657,29.953461929390414,3240,3.05191527437015
33,3.114457649994026,7,3.5165610590705807,1.4799349788527012,1.0082935954962153,10.116422532532795,3240,3.0539225103329786
34,4.714636462425294,7,0.6755081430881769,0.7941575389011422,1.8336198556635706,34.50729289227071,3240,3.0188961340368374
35,6.49735864859449,5,1.567662261426703,1.860254570241061,0.6033157748888879,29.6542433890195,3240,3.0256024006829128
36,2.905008256210495,5,3.06139712110712,1.0349504598928476,1.0333798118655535,11.312498761871474,3240,3.0605158680692144
37,4.411123241153133,3,2.8411088282769525,2.4995698912655593,1.140996566305426,13.308606146787266,3240,3.052952429734193
38,5.863005301820564,6,1.2769982901569557,3.436501076040369,1.5305262445511887,12.308344158052126,3240,3.0366968116366153
39,5.4466960948576775,4,4.411141993744892,2.5506227792663507,0.36123319137573595,21.194262507388835,3240,3.0488103071443
40,2.5904384690623843,4,3.8011593275959292,2.6367525926188025,1.8219148889441013,12.30729350710634,3240,3.0610972643693364
41,3.2331106554663473,6,1.4584370013709407,2.80631089138329,0.7838764382009697,25.846446812006064,3240,3.061553235812877
42,5.10750320828264,5,4.099012019257692,1.683674699467887,1.2657474855325008,22.229646603614384,3240,3.050119870431484
43,3.269591871639263,4,3.471110923112832,2.4398852497144596,0.7966597827629665,11.457389658436478,3240,3.0569805750482923
44,3.8034215231578403,6,1.769646254954651,1.1612203591867587,1.4594688781796226,15.230968807937389,3240,3.061167930576412
45,2.721988296093615,7,4.256029376061956,1.1466606610338284,1.3140852086551738,23.0192141306027,3240,3.0669857508168348
46,2.913316032684172,7,3.190882542445435,3.7428737447055567,1.0839098712617332,34.03747688937463,3240,3.0294436710027637
47,5.631407329998144,5,2.3086979710380247,1.2001372713521739,1.3627603986453685,24.639188000390476,3240,3.048060157078539
48,5.871858678835928,4,4.393022262408069,2.389512864704412,0.511297889982348,27.87402628730142,3240,3.0348953955127893
49,2.2138450103297673,4,4.313699499475204,2.086664499560036,1.0957022831734495,17.885276089388785,3240,3.0719506508075214
50,2.90035913939313,7,4.365011204528572,1.4129092073726002,0.7200509302592522,27.77791245431974,3240,3.0561900703438543
51,4.125845731807818,4,1.5356098263987188,2.124904516438425,0.3303276646903217,17.244756525914816,3240,3.0614598189012274
52,6.004289822495323,5,2.734994161160557,1.3741129398644,1.3111828765691165,25.77423147063355,3240,3.04195424484381
53,4.5122847248326945,6,0.8881175927531324,1.236799215101493,0.8410306177316254,20.767329190052724,3240,3.0578228847646733
54,4.958978450410176,4,2.3115533095111163,2.243157158777308,1.7504620196883747,16.567984169317235,3240,3.051353857344399
55,2.9129745649502827,4,0.7350839492538556,1.574332288069337,1.2427570177577498,10.556283054522948,3240,3.0599458337805836
56,2.882537395538537,3,2.4085133107575363,1.8201034828128884,1.271176822012719,16.533967707691637,3240,3.069117764510201
57,2.2814354250454825,7,1.167011132810492,1.7325227072993825,1.4243461915794824,17.244780637954428,3240,3.071436980466067
58,4.818942046522952,4,2.1150187264448705,3.035376827835281,1.7420888064865037,14.054647026739334,3240,3.0492749864899644
59,6.2140423778922385,3,3.8386702251571294,2.30935943043522,1.696881438674458,27.531818280323,3240,3.0322275353386487
60,4.906607463411005,5,1.5783020184178818,1.1215652819083295,1.0475850725525762,14.879930152024242,3240,3.054538506530681
61,5.814913684541619,3,2.592173509001896,1.3683103322626566,1.5068812097019306,17.56514265653847,3240,3.0473439159757345
62,6.057532952835492,5,2.16088043152237,1.0202745232986956,0.6601149623307837,11.347208600066118,3240,3.038697073416429
63,5.576702411393741,7,1.2906863298418805,2.9955317939733823,1.341465217938471,33.21990567545335,3240,3.0146431385819144
64,5.648739320826539,3,4.326534970927597,1.2186153127117736,1.7192172368458827,19.378466347530605,3240,3.0470391693315997
65,1.6354852496870445,6,3.98569206103823,2.0878871301156323,0.6827610065531025,19.551292625242027,3240,3.07598058149192
66,2.7047387463275987,4,1.6358059701092498,1.2434302445999768,1.7332658810784765,16.826318918346978,3240,3.070125253122533
67,2.831634049778586,4,0.9421742501601957,1.5665909610995659,1.274005853603177,26.77162248166869,3240,3.0636609287822356
68,3.401057048746973,5,2.6647515334624106,3.0803436427862048,1.5676893763552744,31.869423128027982,3240,3.0355988280009005
69,3.8962584816834775,4,0.6989417139187958,3.681537184818287,1.7357228838741725,12.600218350577476,3240,3.0529940292283637
70,3.107095478901213,3,4.117030781592126,3.3742500115886824,0.5802706994305489,23.22176915247079,3240,3.065411150285888
71,3.6852815199145716,7,0.6205943990177636,2.867864864443321,0.5035528594791179,27.13405975057411,3240,3.053853071053791
72,4.291345869457408,3,4.095947830978042,0.7700455950332454,0.6753525842980662,34.460387080732566,3240,3.0251481496378125
73,3.468252454243429,4,3.6666692332503152,3.6026538087265347,0.8183020669654264,15.387799176357628,3240,3.061478725787289
74,4.391314355374471,7,4.107556272502289,1.7492998930725343,0.6726551695444667,27.729258125440733,3240,3.0450922157298868
75,3.3905972305191447,7,3.443014934423181,1.2539757890128054,0.8053287516622634,33.84296555266255,3240,3.0307519550361595
76,2.518483477778994,4,3.0906326558804462,2.1005050054617627,1.0855803641366062,28.890684276936973,3240,3.0561470674867457
77,3.321105844488098,4,3.283105794449317,2.4523151319572127,1.0377847044195565,16.68597098899863,3240,3.064076689599169
78,5.015113694332126,5,3.563995381638258,1.3455272168866852,0.45759655008068734,23.497544864257435,3240,3.05350704609619
79,5.186335711516842,6,1.1159659417953312,3.707351375552113,1.0952313453247238,14.601397509684784,3240,3.0475210368517236
80,4.912932500964793,5,0.804747432381075,1.1965106490069413,0.5069097681269792,34.13732525361595,3240,3.0224886947964262
