Customer_ID,Screen_Time_Hours,Charging_Cycles_Per_Week,Bluetooth_Hours,Cellular_Data_Hours,GPS_Hours,Ambient_Temperature_Celsius,Battery_Capacity_mAh,Estimated_Lifespan_Years
1,2.6328001151437843,7,1.3147138267857719,2.082160252974958,1.4556637702546484,29.760911096630092,3349,3.4712196797776076
2,5.3498659660371475,6,4.0905758925082045,1.9193510993890202,0.8855595160021101,21.39786119173894,3349,3.4698630545502773
3,2.7336503030229355,5,4.72420744153301,3.769210240474897,1.0151061072667587,27.87735713153104,3349,3.4733209199622315
4,3.3232429098094185,8,1.7504485876576708,1.3178823248584024,0.30185422980063176,10.165452914303236,3349,3.473803590713959
5,3.799264806961269,4,1.872585602000898,3.4740108579541156,0.35527134298227936,23.975286511715975,3349,3.4776842608209826
6,6.725256200217287,8,3.260356972334254,1.458614500647157,1.1543276787679535,18.262236656276194,3349,3.4635074250160964
7,5.6634961720391415,8,2.9000555575217337,1.7265823521816168,1.9945074139355734,16.11964470628586,3349,3.4669249548589285
8,4.976392167558721,5,3.1791918440174856,3.189359331006372,1.3018194904850744,14.378564216944898,3349,3.469843449037716
9,2.1595760343339823,5,1.8310625881348273,2.0421233666099115,1.5314533977160891,34.08717605074594,3349,3.464472287527688
10,6.035615629541556,8,4.236105901600113,2.990066813094418,1.7766476632594705,24.584243094064647,3349,3.4639348810791457
11,4.1722251013705325,3,4.4031872405550425,3.652577896726874,1.9038793851527918,22.419651972306504,3349,3.473239845754983
12,6.411259152457665,5,3.915611791821597,1.869509646336401,1.6803251909400423,12.813941830634823,3349,3.4619591891010013
13,3.3993161922293362,7,1.7776878164245518,3.525664856759726,0.7601878944738005,16.220261113179674,3349,3.4776375418076273
14,2.312867151581335,3,2.7984181245108113,0.9599270224286193,1.2635609519975182,17.241279881058002,3349,3.485106118483445
15,6.766567524945601,4,2.542825133384753,2.175795250256871,1.9518845915694034,14.460631644008405,3349,3.462948912744569
16,3.215659477364042,6,2.0327203777763407,0.8117490027636758,0.6639835128149095,28.06813477028308,3349,3.474582528812225
17,4.227441964259928,4,2.199666378378918,2.7252392535335925,1.6211216928257441,30.462939855316424,3349,3.4629192394510913
18,3.738530590600148,4,3.2100254000962876,1.9646502272639774,1.506195630616901,25.64959304252181,3349,3.475780748587437
19,2.42164484998046,4,3.463916223177903,1.5052084214316288,0.76263751296147,15.64216549622881,3349,3.4841127084554757
20,6.637735818263375,4,3.5727059276930584,3.697194892060952,0.995418495800179,19.315403734122818,3349,3.463683696150204
21,6.669165312596738,6,3.876361013717739,2.066317507974099,1.6507270910318148,20.807052971454347,3349,3.46314648216888
22,7.343058002894634,3,3.389337553282182,1.523843539986859,0.9135227328633833,12.95494197006601,3349,3.460469079106809
23,4.11957302917326,3,1.7738817119263546,0.9815640499822231,1.1834036629812432,31.773742468931523,3349,3.4632266339940063
24,7.249684688097659,7,4.10804215073976,1.8265053050197724,0.9637870255187966,24.1631891522421,3349,3.4612231870791104
25,4.451670984618454,8,2.8501442634139655,2.5855448991914916,1.8256437461254944,19.690115742975763,3349,3.4716520439753187
26,5.683485584469942,3,1.1186841321434295,3.056068363105741,0.9353983887343855,31.013891392557323,3349,3.4569322354950978
27,2.4537502733343546,8,2.0008196781509446,1.0993333938980145,1.667764429828732,25.889196452820308,3349,3.4802066730307915
28,6.934042189898439,3,3.457897469894121,2.74749312740558,1.494048077512303,17.891460576285297,3349,3.463043800424665
29,3.6390192537881947,5,0.9719320315806121,1.083455090495961,0.5524921400919898,14.91335532425668,3349,3.4800446435332755
30,3.442676524280098,7,4.312974462830924,0.8678953607411101,0.6631722132472284,29.908355249192123,3349,3.468187495788339
31,2.028212519854513,5,2.7348180649421385,4.06910351335363,1.523714885616447,19.192268510646514,3349,3.4825124797843845
32,4.987613834042232,6,3.927928455556569,0.9148729516780785,1.2156541241102325,17.007951848130027,3349,3.471935568908642
33,4.615780018539892,8,3.4511907505519046,3.6097367655231283,0.44813364264021827,30.679012725534694,3349,3.459333440731573
34,5.500055226643374,4,3.4188669020464033,3.2679209202456354,0.7219154414582531,24.75761983925347,3349,3.469382739033987
35,7.380122737451034,5,3.7630120401734066,1.8413947242435655,0.714762149992319,17.030981984807486,3349,3.4619484281407233
36,6.997645168070982,5,2.925845918176474,1.0973841406736518,1.1228143101529517,19.55877244567251,3349,3.464073561803211
37,7.005841916790861,6,4.793296960133016,2.510860902673979,1.172287535834987,32.76170860718443,3349,3.44479091649642
38,4.8889061910892995,8,2.6966182398736045,1.3724469387485305,0.44396307898077014,22.258998380718907,3349,3.4726669416726157
39,2.5721042242011958,8,0.865188634859419,4.028218150241383,1.9057343211143394,28.88020834735374,3349,3.470898753842755
40,2.9950302739184553,6,1.6926436588030849,2.5337656694317396,1.906377515474707,21.347769431230013,3349,3.4792056428602045
41,7.241721215427079,8,3.9225701436917255,3.0862507497765286,1.024406131148957,27.879785660689045,3349,3.4535451786680174
42,4.265741408624972,3,2.680864164564108,3.5192070255833423,0.5283773264520435,16.378538504285398,3349,3.475474821744118
43,6.757594163339499,5,2.982013560356754,2.6866522796164967,0.8724823513932001,22.182795246878918,3349,3.4640376678104468
44,5.6969750371189685,5,4.737040322764498,3.152583265119765,0.4541057270926946,32.12474396051573,3349,3.4526266895317796
45,5.458321877351887,3,2.583042839885184,3.5208113334113404,1.8459891557645993,33.63302240542996,3349,3.4500424787055652
46,3.5155732715692367,6,3.0164529510556406,2.0940408061141724,0.7108460230109219,27.32321157728979,3349,3.473304022301266
47,6.932109983574744,8,1.7215225693359284,3.8472049338422076,1.158279061360761,18.606500469435225,3349,3.461212769287078
48,3.1379025423885087,5,0.8463553837461067,2.692633828894909,1.3583272891915792,30.79151697521887,3349,3.4674483227570447
49,4.224228836914742,3,3.898924742089455,1.6383794602688297,1.3264199797608256,17.709771903308592,3349,3.475718402997981
50,7.464648708167569,4,2.102309839713592,1.7058748137770858,1.7446782558150162,20.066161506356806,3349,3.461498997115589
51,6.046498948289164,5,3.423463910296519,2.153619881395675,1.2469990900508159,30.78436620340953,3349,3.4544125763531954
52,4.447837768693255,3,3.1330332678598998,2.103495987016703,1.0021300676060525,32.39757220802585,3349,3.459144892277101
