Customer_ID,Screen_Time_Hours,Charging_Cycles_Per_Week,Bluetooth_Hours,Cellular_Data_Hours,GPS_Hours,Ambient_Temperature_Celsius,Battery_Capacity_mAh,Estimated_Lifespan_Years
1,3.0384351404014307,3,3.4036921358902985,2.335603331122189,0.15964825419195755,14.258196005841427,2815,2.913791336293446
2,1.2768302005593004,4,3.292244923490212,1.567536961044999,0.11257025791394945,30.820622982791004,2815,2.897284053532168
3,4.9426743874337635,4,2.0827511914772767,1.600238451169734,1.340929642065177,10.516510745033107,2815,2.851199637096566
4,2.4365259239467294,3,1.5152738469865412,1.4916456021518991,1.0346802742336674,32.499273714711215,2815,2.858402966816952
5,3.2517529348363556,5,2.441019547666159,3.239756496975796,1.3866796328083983,26.82289512888577,2815,2.883510331179253
6,2.5195615267038276,3,2.8218917020807286,2.67407863497356,0.3601428762467497,25.771562024583666,2815,2.9193881854654053
7,3.631997621485727,6,3.8116376652483868,1.791828960489656,0.5316554451218015,23.697614567014902,2815,2.9000301822845955
8,4.119061064423434,6,3.79509456036043,1.551993763711264,1.7578689658946405,21.54597516869228,2815,2.8842691905049476
9,4.883877288624786,4,1.8164060304098923,1.6388555949274848,0.2846435546683215,16.114047470593647,2815,2.885246892535943
10,4.431208226832287,3,2.823832781804115,1.4882886752677038,0.8302297563489031,31.06999161736967,2815,2.832003250652276
11,5.904694315939025,3,3.137983180641538,3.3709063901168412,1.2050664677672167,30.75081115477862,2815,2.7961036639079375
12,4.004080461079566,6,2.9043067309689885,1.5941027792103477,1.4231051942787314,20.95252533836266,2815,2.8900636390634493
13,5.069842599714978,6,2.998367448429739,2.824960478164278,0.8479434757300769,19.655598064061948,2815,2.8675801534718417
14,4.543225760815993,6,2.5201760604909165,1.80873573626411,0.8245358489423373,24.226855630802433,2815,2.882937916376551
15,1.137673401612663,5,2.9895749409783354,2.825758230486811,0.7047348369626645,15.375836660758786,2815,2.9472751150511103
16,5.521336086158639,4,3.523927797092684,2.048034379535173,1.0927641753559434,14.603511223870232,2815,2.8607546284826375
17,3.2495242562681472,4,1.0526106633150965,2.7814308386871542,0.7595794045042332,26.857795065056635,2815,2.8932876032357155
18,1.5946232700125238,5,3.2059952771904063,2.3123077923437902,1.165677699259772,20.969312164080215,2815,2.9372117864493705
19,5.176500879735731,5,1.7594677960096483,1.8960845920329812,1.6753721401346386,13.2314618788964,2815,2.858193122356699
20,2.0112411314239207,4,2.014303789509424,1.0701501293448814,1.5618868100923706,13.272736946281366,2815,2.925666503205665
21,1.8710133527895931,6,2.9841907724459062,1.7414036681727558,1.766209557788817,22.651991722908008,2815,2.9290633746019714
22,3.2457353984441566,5,2.5563664881284414,0.6982159360988837,0.7730302099959254,23.692545326285252,2815,2.9147919980900663
23,4.348973903068055,4,2.1769793535363693,0.608392836110241,1.42535852486209,30.055950356031776,2815,2.842869835996356
24,5.786995545429955,3,1.0521178338984556,3.3402986307028004,1.5274525158845789,23.462797908464026,2815,2.856992269185477
25,5.166666253620667,5,3.013261476186158,2.722034418433859,0.483523015718491,20.794958072993676,2815,2.8700804453433877
26,3.541549824788003,4,3.413945754635673,0.947784762374771,1.0791257966301573,19.175638681249254,2815,2.906431848106094
27,4.150117738867978,5,1.2063726047534165,1.4875085315030618,1.3729447630992462,20.75210960760036,2815,2.8931222024211456
28,5.175173430048348,6,0.9009303631918972,2.313963399248514,0.5274790457145655,34.29283478995187,2815,2.782568409077029
29,3.236658226528413,5,0.5115529687973096,0.5205639241925754,1.49421316717991,33.69944193870233,2815,2.830302396740374
30,4.811452371384922,5,1.6906399339820608,1.975336851820193,0.6173455282944721,26.530191055700787,2815,2.8667840935915785
31,4.1846112118570975,5,3.712829474342746,1.081839261264557,0.4868488378552057,27.826008778132476,2815,2.866677661609304
32,2.8114794701686856,3,3.866444996770178,2.216699017060323,0.5893456313806041,23.268134131289884,2815,2.919625446692102
